Size,Type,Time
898868,Sequential,0.222043
215356,Built-in,0.051867
512669,Sequential,0.120574
668441,Parallel,0.423442
512669,Built-in,0.128181
263210,Sequential,0.059204
33315,Parallel,0.353817
124025,Parallel,0.271613
843610,Parallel,0.430808
756081,Built-in,0.201305
967540,Sequential,0.241692
776707,Sequential,0.188728
917312,Sequential,0.216596
539638,Parallel,0.324874
802915,Parallel,0.422937
843610,Sequential,0.204424
197433,Parallel,0.277110
653117,Parallel,0.422636
598653,Sequential,0.141937
898868,Built-in,0.244715
57955,Parallel,0.324477
430781,Built-in,0.109233
902715,Parallel,0.442827
632157,Sequential,0.153255
693213,Sequential,0.168050
215356,Parallel,0.244510
561942,Sequential,0.131675
589,Parallel,0.118473
648621,Parallel,0.338142
623686,Sequential,0.164408
868601,Sequential,0.227075
241825,Parallel,0.226450
740075,Sequential,0.182045
668441,Sequential,0.163342
740075,Parallel,0.385344
20691,Parallel,0.216840
328997,Sequential,0.076622
676884,Built-in,0.176554
468381,Built-in,0.121565
764505,Built-in,0.201775
208154,Sequential,0.050491
275367,Built-in,0.078815
101463,Built-in,0.027602
430781,Parallel,0.243423
610082,Sequential,0.145032
632157,Parallel,0.350071
354183,Sequential,0.082524
73146,Parallel,0.228330
764505,Parallel,0.414209
131059,Built-in,0.038972
254874,Built-in,0.064658
234566,Built-in,0.058655
338245,Parallel,0.327089
764505,Sequential,0.183711
898868,Parallel,0.447818
589,Sequential,0.000145
539638,Built-in,0.138033
197433,Built-in,0.049271
408832,Built-in,0.102791
683534,Sequential,0.165839
131059,Parallel,0.240455
756081,Parallel,0.365604
386723,Sequential,0.088349
520039,Built-in,0.145858
57955,Sequential,0.011722
740075,Built-in,0.194370
756081,Sequential,0.182891
